Org_Code,District,District_Type,Grade_Level,Single_School_District,County,Enrolled,Econ_disadv,Students_with_disabilities,English_learners,Five_Yr_change_in_enroll,Ten_Yr_change_in_enroll,Student_mobility,Choice_in_percent_of_enrolled,ELA_meet_exceed_expectations,Math_meet_exceed_expectations,ELA_student_growth_percentile,Math_student_growth_percentile,FTE_tchrs_per_100_students,Av_tchr_salary,Teacher_retention,Funds_per_indistrict_pupil,Foundation_enroll,Above_Below_req_net_school_spending,Combined_effort_yield_as_percent_of_foundation_budget,Ch_70_aid_per_pupil
00010000,Abington,Municipal,K12,,Plymouth,"2056",21.8,15.9,5.0,5.2,-10.3,7.3,0.2,55.0,48.0,50.2,47.3,5.9,"85,917",94.4,"13,461","3957",125.62,65,"3862"
00030000,Acushnet,Municipal,Elementary,,Bristol,"1004",24.9,14.2,0.8,1.2,-2.4,6.0,0.0,52.0,51.0,48.6,58.1,7.5,"76,860",88.7,"12,711","5195",105.25,58,"5153"
00050000,Agawam,Municipal,K12,,Hampden,"3747",29.0,16.5,5.0,-8.8,-13.8,6.9,2.2,50.0,53.0,46.8,48.0,8.5,"74,116",94.6,"15,911","5026",135.02,54,"5133"
01630000,Lynn,Municipal,K12,,Essex,"15751",56.7,16.5,25.0,9.5,18.7,15.1,0.0,34.0,30.0,47.2,47.0,7.1,"76,870",88.7,"13,476","9318",99.19,24,"9751"
00080000,Amherst,Municipal,Elementary,,Hampshire,"1131",31.7,20.8,15.9,-6.5,-18.2,12.0,8.0,50.0,47.0,47.1,49.6,10.7,"76,477",87.0,"21,981","5330",159.84,74,"5505"
01600000,Lowell,Municipal,K12,,Middlesex,"14548",53.8,17.3,23.7,3.7,8.6,14.6,0.1,36.0,36.0,46.1,48.8,7.2,"76,091",91.2,"14,300","8990",104.41,26,"9326"
01490000,Lawrence,Municipal,K12,,Essex,"13658",63.3,19.2,35.9,1.1,11.8,21.9,0.0,28.0,29.0,46.6,45.1,7.6,"69,533",74.2,"14,551","11795",101.62,13,"12271"
02070000,Newton,Municipal,K12,,Middlesex,"12883",8.7,18.7,6.5,2.2,10.1,5.2,0.0,70.0,71.0,53.4,57.4,8.3,"82,045",89.0,"18,458","1773",169.83,183,"1856"
00160000,Attleboro,Municipal,K12,,Bristol,"5946",30.3,16.6,5.9,1.4,0.2,10.2,0.0,53.0,47.0,50.3,48.5,6.4,"83,792",93.8,"13,296","5735",103.83,49,"5985"
00170000,Auburn,Municipal,K12,,Worcester,"2628",18.4,9.8,3.3,11.9,11.3,6.1,3.1,58.0,51.0,43.2,47.6,7.0,"74,150",95.7,"13,268","4146",128.98,58,"4436"
00180000,Avon,Municipal,K12,,Norfolk,728,29.5,15.6,3.0,-1.6,-2.8,9.0,23.9,57.0,41.0,48.4,48.3,9.3,"73,678",94.1,"15,925","2659",182.11,75,"3222"
00200000,Barnstable,Municipal,K12,,Barnstable,"4791",31.9,16.9,10.1,-2.2,10.0,11.7,1.8,47.0,44.0,45.0,46.9,7.3,"80,672",84.5,"16,111","1829",127.15,117,"1929"
01000000,Framingham,Municipal,K12,,Middlesex,"8822",33.0,22.9,22.4,6.5,8.2,12.4,0.0,38.0,37.0,48.2,51.4,7.9,"90,573",86.6,"17,817","4675",147.21,61,"5151"
00240000,Belchertown,Municipal,K12,,Hampshire,"2267",18.0,19.1,0.9,-6.2,-14.6,5.9,5.5,46.0,38.0,44.3,46.3,7.2,"66,879",90.1,"13,014","5790",113.10,48,"5894"
00250000,Bellingham,Municipal,K12,,Norfolk,"2223",19.0,19.3,1.6,-7.5,-16.8,6.9,2.3,44.0,41.0,44.7,45.9,7.5,"74,764",88.0,"15,018","3647",127.34,67,"3680"
01280000,Haverhill,Municipal,K12,,Essex,"8047",45.5,22.9,9.5,12.6,17.6,14.4,0.4,36.0,33.0,46.3,48.6,7.1,"70,928",88.2,"13,286","6319",103.96,43,"6571"
00270000,Berkley,Municipal,Elementary,,Bristol,888,17.2,14.0,0.9,1.7,-6.6,3.0,10.2,55.0,50.0,51.3,47.6,6.8,"76,647",91.4,"11,372","5048",112.99,50,"5144"
00280000,Berlin,Municipal,Elementary,Single,Worcester,183,15.3,12.5,3.3,-10.3,-23.4,6.8,8.2,60.0,65.0,42.3,47.6,10.4,"86,327",85.7,"21,307","2839",194.44,108,"2887"
01550000,Lexington,Municipal,K12,,Middlesex,"7259",5.4,14.1,8.8,9.8,16.4,4.8,0.0,80.0,81.0,61.4,59.9,8.5,"84,840",90.5,"17,760","1964",169.73,117,"1947"
00930000,Everett,Municipal,K12,,Middlesex,"7107",48.1,17.8,25.0,2.9,26.6,19.0,0.0,38.0,34.0,48.4,47.5,6.7,"82,920",81.5,"13,976","8599",104.10,31,"8920"
00350000,Boston,Municipal,K12,,Suffolk,"51,433",56.5,20.3,32.1,-5.3,-8.0,21.0,0.0,34.0,32.0,49.3,47.3,8.2,"101,247",84.1,"22,749","3376",119.17,112,"3410"
00360000,Bourne,Municipal,K12,,Barnstable,"1935",26.4,17.3,0.7,-5.4,-20.8,9.0,8.8,48.0,39.0,49.7,46.9,7.5,"80,186",88.2,"15,645","2571",128.11,108,"2530"
00490000,Cambridge,Municipal,K12,,Middlesex,"7052",28.6,22.1,8.0,10.9,22.2,10.8,0.0,60.0,52.0,55.6,52.0,9.6,"88,191",87.3,"27,551","2022",233.10,277,"2112"
00390000,Boylston,Municipal,Elementary,Single,Worcester,298,8.4,14.7,3.0,-5.4,-21.6,7.1,5.7,74.0,63.0,48.1,49.2,7.7,"79,150",95.5,"13,021","1723",133.62,100,"2098"
00400000,Braintree,Municipal,K12,,Norfolk,"5842",17.9,20.2,5.8,3.5,9.2,6.0,0.0,65.0,59.0,50.1,51.4,7.2,"79,863",92.6,"14,819","3035",127.39,70,"3138"
00410000,Brewster,Municipal,Elementary,,Barnstable,478,22.6,19.7,2.7,0.2,-5.7,6.0,0.0,59.0,59.0,42.1,41.6,9.0,"78,712",78.7,"20,515","2007",184.42,156,"2105"
00430000,Brimfield,Municipal,Elementary,Single,Hampden,293,20.5,16.9,0.0,-4.6,-15.8,9.4,0.0,64.0,69.0,49.3,62.0,8.7,"75,454",88.9,"14,304","4595",140.39,57,"4694"
00440000,Brockton,Municipal,K12,,Plymouth,"16349",54.0,16.0,25.4,-3.9,6.8,15.1,0.1,26.0,20.0,46.5,44.5,5.9,"96,174",89.8,"14,297","9590",102.31,22,"10001"
00450000,Brookfield,Municipal,Elementary,Single,Worcester,316,30.4,13.9,0.0,0.0,6.8,7.4,15.2,57.0,57.0,46.5,61.1,7.2,"68,397",92.3,"12,422","6096",128.91,43,"5900"
00460000,Brookline,Municipal,K12,,Norfolk,"7855",9.3,15.8,11.0,7.8,24.3,8.8,0.0,75.0,73.0,63.1,60.4,8.2,"93,595",84.5,"19,165","1754",170.87,186,"1928"
01810000,Methuen,Municipal,K12,,Essex,"6927",34.5,18.6,9.4,-0.1,-6.2,10.8,0.0,45.0,40.0,49.5,44.4,7.0,"77,778",87.5,"12,848","5976",107.00,46,"6236"
01650000,Malden,Municipal,K12,,Middlesex,"6564",43.5,16.8,19.9,0.4,2.3,18.5,0.0,48.0,42.0,55.5,53.3,7.1,"84,171",89.7,"14,023","6518",104.23,48,"6559"
00500000,Canton,Municipal,K12,,Norfolk,"3272",13.1,11.5,2.4,0.8,5.7,4.2,0.0,68.0,63.0,54.7,53.4,7.4,"83,857",89.0,"15,633","1805",147.65,98,"1846"
02290000,Peabody,Municipal,K12,,Essex,"5973",30.3,19.7,8.9,-2.8,-4.4,9.5,1.9,46.0,42.0,44.0,48.2,7.5,"78,477",93.2,"13,964","3267",115.12,71,"3302"
00520000,Carver,Municipal,K12,,Plymouth,"1555",21.9,19.1,1.3,-9.0,-18.5,7.3,1.9,44.0,37.0,44.7,45.7,8.0,"72,740",95.0,"14,582","6004",119.02,50,"6214"
00090000,Andover,Municipal,K12,,Essex,"5957",7.5,19.9,3.8,-2.5,-2.7,4.5,0.0,68.0,64.0,53.2,56.7,7.9,"85,092",90.4,"16,876","1703",151.14,111,"1825"
00570000,Chelsea,Municipal,K12,,Suffolk,"6088",62.5,16.1,37.8,-0.5,8.7,16.5,0.0,29.0,28.0,50.5,43.5,7.0,"69,506",77.1,"13,260","10235",103.23,21,"10778"
00610000,Chicopee,Municipal,K12,,Hampden,"7392",52.2,18.4,6.0,-5.0,-4.9,13.6,2.4,41.0,40.0,43.7,43.9,7.8,"72,185",86.7,"14,975","8038",105.07,32,"8288"
00630000,Clarksburg,Municipal,Elementary,Single,Berkshire,185,30.8,23.5,0.0,3.9,-6.6,3.6,31.1,48.0,34.0,56.8,36.1,8.8,"59,429",77.8,"13,263","9937",111.06,35,"9202"
00640000,Clinton,Municipal,K12,,Worcester,"1858",36.1,21.2,9.5,-2.5,-8.2,9.5,4.4,40.0,25.0,48.3,43.3,8.0,"66,428",89.0,"13,313","6026",114.65,44,"6156"
00650000,Cohasset,Municipal,K12,,Norfolk,"1557",5.2,13.5,0.2,-4.6,6.2,1.4,0.0,73.0,61.0,52.0,45.7,7.8,"89,739",92.3,"16,000","1669",147.64,156,"1717"
00100000,Arlington,Municipal,K12,,Middlesex,"5939",7.5,15.5,4.3,18.3,27.6,5.9,0.0,70.0,66.0,53.4,54.2,7.1,"75,090",88.2,"13,390","1994",132.62,118,"2034"
00680000,Conway,Municipal,Elementary,Single,Franklin,135,24.4,16.3,0.0,-21.5,-20.1,6.3,26.7,76.0,72.0,49.6,44.4,9.2,"62,751",94.1,"19,113","5307",137.99,79,"6239"
03080000,Waltham,Municipal,K12,,Middlesex,"5633",33.7,15.5,22.7,9.3,18.6,12.0,0.0,48.0,44.0,52.1,55.0,9.2,"79,209",87.9,"20,838","2188",165.66,103,"2356"
00720000,Dartmouth,Municipal,K12,,Bristol,"3618",22.1,15.3,2.3,-2.1,-11.6,6.4,2.4,57.0,51.0,58.3,54.9,7.4,"77,109",89.2,"13,008","2669",111.23,84,"2704"
00730000,Dedham,Municipal,K12,,Norfolk,"2687",23.0,23.2,7.3,-4.6,-6.0,8.1,0.0,50.0,54.0,41.6,51.6,8.6,"79,564",86.6,"19,290","1763",169.51,122,"1979"
00740000,Deerfield,Municipal,Elementary,Single,Franklin,392,19.4,20.7,1.3,-11.5,-19.0,9.7,18.1,54.0,47.0,55.8,58.2,9.4,"60,225",95.0,"14,488","3330",139.66,85,"3530"
00770000,Douglas,Municipal,K12,,Worcester,"1296",15.4,18.2,0.5,-18.8,-26.3,6.1,9.5,61.0,46.0,54.3,54.6,7.2,"69,468",89.8,"13,255","6539",102.07,52,"6793"
00780000,Dover,Municipal,Elementary,Single,Norfolk,499,2.0,13.1,3.2,-1.0,-13.8,3.2,0.0,83.0,83.0,68.0,65.8,8.2,"89,268",88.6,"19,628","1583",239.57,276,"1664"
06000000,Acton-Boxborough,Regional,K12,,Middlesex,"5571",6.2,16.0,4.1,92.8,88.3,3.8,0.4,73.0,72.0,58.9,58.7,6.8,"84,822",89.1,"14,382","2730",133.66,82,"2764"
00820000,Duxbury,Municipal,K12,,Plymouth,"3015",5.2,15.3,0.3,-7.1,-10.5,2.7,0.0,72.0,66.0,57.6,53.1,7.3,"82,702",88.0,"14,937","1692",130.95,111,"1749"
00830000,East Bridgewater,Municipal,K12,,Plymouth,"2252",18.1,19.1,0.8,-2.0,-7.1,4.1,2.0,56.0,49.0,49.3,43.5,6.9,"72,485",86.5,"12,000","4897",110.28,54,"4847"
00850000,Eastham,Municipal,Elementary,Single,Barnstable,171,26.9,20.5,4.7,-19.3,-23.7,10.1,0.0,77.0,69.0,49.1,53.7,12.1,"80,201",80.0,"26,411","1938",231.97,269,"2080"
00860000,Easthampton,Municipal,K12,,Hampshire,"1545",28.9,20.6,2.9,-1.0,-6.4,7.2,8.5,37.0,36.0,46.0,45.3,7.5,"60,288",92.3,"13,581","4476",100.99,63,"4649"
00870000,East Longmeadow,Municipal,K12,,Hampden,"2624",19.3,18.4,2.0,-2.8,-8.2,3.9,0.0,63.0,53.0,53.5,48.2,7.1,"74,655",91.3,"14,341","3958",134.78,60,"4157"
00880000,Easton,Municipal,K12,,Bristol,"3632",12.9,18.3,1.8,-6.1,-7.6,4.6,0.0,63.0,66.0,54.9,55.0,7.4,"77,666",92.8,"13,280","2723",124.21,76,"2773"
00890000,Edgartown,Municipal,Elementary,Single,Dukes,370,28.9,22.7,21.6,3.9,11.4,13.6,1.9,55.0,47.0,54.3,64.6,10.4,"93,576",83.0,"29,748","1715",257.86,485,"1976"
00910000,Erving,Municipal,Elementary,Single,Franklin,128,25.8,17.8,1.6,-15.2,-33.0,4.8,0.0,42.0,28.0,51.1,46.3,12.7,"73,866",85.0,"29,049","2026",213.05,133,"1987"
01980000,Natick,Municipal,K12,,Middlesex,"5540",9.1,14.2,3.6,4.8,17.3,6.0,0.8,64.0,64.0,52.9,57.5,7.5,"77,042",88.7,"15,331","1698",138.06,102,"1777"
00940000,Fairhaven,Municipal,K12,,Bristol,"2025",28.1,16.3,1.6,3.0,0.0,7.9,0.0,53.0,48.0,49.9,58.3,7.3,"71,476",93.2,"11,986","4209",102.82,61,"4302"
00950000,Fall River,Municipal,K12,,Bristol,"10120",67.1,21.2,16.4,-1.9,1.4,18.3,0.4,34.0,30.0,46.6,43.0,7.3,"65,614",78.7,"14,628","9641",101.03,25,"10122"
00960000,Falmouth,Municipal,K12,,Barnstable,"3351",28.4,17.3,3.4,-5.4,-11.1,8.6,4.5,58.0,53.0,50.6,58.0,8.6,"78,362",89.5,"17,560","1775",150.44,153,"1950"
00970000,Fitchburg,Municipal,K12,,Worcester,"5362",60.9,24.2,15.6,7.0,4.0,20.3,3.6,32.0,25.0,42.8,39.0,6.9,"73,235",86.7,"13,488","8655",100.74,25,"9030"
00980000,Florida,Municipal,Elementary,Single,Berkshire,87,27.6,29.9,0.0,-8.4,-22.3,9.4,25.3,34.0,34.0,36.4,42.1,11.3,"49,473",76.9,"19,891","6431",159.32,56,"7839"
00990000,Foxborough,Municipal,K12,,Norfolk,"2553",15.4,19.5,2.5,-6.8,-12.6,4.7,0.0,51.0,63.0,48.4,59.1,8.0,"87,537",93.0,"16,640","3422",135.60,83,"3376"
03260000,Westford,Municipal,K12,,Middlesex,"5069",5.2,14.7,1.7,-2.1,-4.5,3.2,1.4,74.0,77.0,52.4,50.4,7.2,"88,694",92.8,"14,004","3451",122.97,76,"3504"
01010000,Franklin,Municipal,K12,,Norfolk,"5198",9.7,18.9,1.6,-9.8,-16.9,4.3,0.0,66.0,63.0,52.8,50.2,7.5,"74,204",88.8,"13,495","4826",108.66,65,"4973"
01030000,Gardner,Municipal,K12,,Worcester,"2290",53.1,21.4,4.4,-7.6,-16.0,13.9,4.4,26.0,25.0,44.2,52.9,7.8,"64,721",84.9,"13,180","7713",101.81,32,"7852"
00560000,Chelmsford,Municipal,K12,,Middlesex,"4961",12.2,16.9,3.6,-3.2,-10.6,5.6,1.0,67.0,61.0,52.0,52.4,7.5,"78,671",91.0,"13,724","2209",132.97,79,"2169"
02740000,Somerville,Municipal,K12,,Middlesex,"4909",39.2,20.9,20.5,-0.6,0.7,12.6,0.0,49.0,45.0,54.9,51.2,8.6,"82,291",87.1,"19,236","3768",129.07,128,"3852"
01090000,Gosnold,Municipal,Elementary,Single,Dukes,2,50.0,0.0,0.0,0.0,-50.0,--,0.0,,,,,42.5,"49,797",100.0,0,"5471",368.53,3906,"5471"
01100000,Grafton,Municipal,K12,,Worcester,"3173",11.8,18.9,1.5,3.5,10.2,6.3,2.8,64.0,60.0,50.4,53.2,7.4,"71,230",90.8,"12,328","3466",113.82,66,"3537"
01110000,Granby,Municipal,K12,,Hampshire,727,25.0,17.8,4.4,-22.6,-34.5,5.2,14.2,48.0,45.0,45.8,47.1,8.0,"61,017",93.5,"13,420","6230",107.49,61,"6653"
01140000,Greenfield,Municipal,K12,,Franklin,"1732",49.4,18.0,5.9,-0.1,13.4,11.3,5.6,39.0,30.0,46.1,42.4,9.1,"56,853",86.5,"14,531","6376",116.92,46,"6178"
01170000,Hadley,Municipal,K12,,Hampshire,536,17.4,14.9,5.0,-14.0,-20.2,6.9,17.5,56.0,48.0,54.3,47.0,9.3,"70,356",82.0,"15,728","1775",134.62,102,"1834"
01180000,Halifax,Municipal,Elementary,Single,Plymouth,608,16.4,16.5,1.0,7.0,-11.1,1.7,0.0,57.0,58.0,49.8,55.7,6.4,"80,291",92.3,"11,071","4619",136.60,52,"4693"
01210000,Hancock,Municipal,Elementary,Single,Berkshire,34,23.5,11.8,0.0,-24.4,3.0,2.3,15.2,67.0,52.0,,,19.1,"58,841",77.8,"18,769","2959",147.66,180,"2989"
01220000,Hanover,Municipal,K12,,Plymouth,"2645",8.4,17.8,0.9,0.1,-2.8,1.6,0.0,61.0,58.0,50.2,52.5,7.6,"80,616",90.4,"13,967","2716",122.38,79,"2743"
01250000,Harvard,Municipal,K12,,Worcester,"1065",4.7,11.2,1.4,-9.0,-16.9,4.5,5.4,75.0,70.0,59.1,49.2,8.1,"85,200",96.7,"16,766","1966",142.16,108,"2069"
01270000,Hatfield,Municipal,K12,,Hampshire,436,14.0,18.0,0.0,-3.1,4.3,4.9,31.3,55.0,56.0,48.5,63.5,9.4,"61,691",84.8,"14,400","2332",143.70,99,"2451"
02110000,North Andover,Municipal,K12,,Essex,"4769",14.6,15.3,2.2,-0.7,3.6,5.6,0.0,60.0,60.0,50.3,54.3,6.4,"77,641",89.2,"12,122","1731",116.76,85,"1860"
01310000,Hingham,Municipal,K12,,Plymouth,"4242",4.7,13.0,0.3,0.1,7.0,2.7,0.0,78.0,74.0,56.9,49.5,6.9,"87,233",92.0,"13,207","1651",123.34,139,"1735"
01330000,Holbrook,Municipal,K12,,Norfolk,"1259",31.5,21.4,7.4,2.2,6.3,9.9,2.6,47.0,46.0,49.1,45.6,7.3,"74,410",93.4,"14,007","4852",131.39,56,"5067"
01350000,Holland,Municipal,Elementary,Single,Hampden,226,31.9,14.2,0.0,-4.6,-20.7,4.2,17.3,50.0,49.0,54.3,58.5,8.2,"69,578",95.0,"13,430","6077",139.31,57,"5732"
00310000,Billerica,Municipal,K12,,Middlesex,"4764",15.6,17.0,1.5,-11.1,-21.9,8.3,0.0,52.0,50.0,49.9,50.3,7.6,"83,185",92.4,"16,094","3785",132.12,72,"3909"
01370000,Holyoke,Municipal,K12,,Hampden,"5241",77.8,24.8,22.4,-6.0,-13.0,23.5,2.5,16.0,10.0,42.0,40.7,7.4,"71,478",67.2,"17,143","11048",101.15,20,"11310"
01380000,Hopedale,Municipal,K12,,Worcester,"1087",10.9,21.3,1.9,-13.7,-17.9,3.6,13.2,65.0,64.0,49.8,55.7,8.2,"72,514",86.2,"13,920","5917",121.21,55,"6139"
01700000,Marlborough,Municipal,K12,,Middlesex,"4657",34.9,16.9,23.6,2.7,2.0,14.4,0.0,40.0,37.0,50.9,53.8,8.3,"77,793",89.3,"16,008","4915",136.44,59,"5318"
03440000,Winchester,Municipal,K12,,Middlesex,"4639",5.0,17.3,2.5,4.5,13.4,2.5,0.0,79.0,80.0,55.7,55.0,7.7,"79,245",87.5,"13,451","1797",129.78,131,"1945"
01420000,Hull,Municipal,K12,,Plymouth,887,30.4,21.6,0.3,-16.4,-26.9,8.0,0.0,55.0,52.0,44.0,42.4,9.3,"76,650",91.9,"20,530","3933",140.59,126,"4101"
00260000,Belmont,Municipal,K12,,Middlesex,"4628",7.1,10.6,7.8,10.1,19.8,4.5,0.0,78.0,78.0,57.8,58.8,6.0,"90,616",88.5,"12,736","1791",129.95,129,"2014"
01450000,Kingston,Municipal,Elementary,,Plymouth,"1040",16.9,17.4,2.0,-8.1,-11.3,6.8,0.0,55.0,54.0,51.9,50.5,6.8,"72,961",94.0,"11,825","4119",131.17,62,"4087"
00300000,Beverly,Municipal,K12,,Essex,"4565",25.4,21.0,3.6,3.7,8.2,6.7,2.4,56.0,51.0,48.9,54.3,7.4,"74,435",90.5,"13,480","1774",125.67,96,"1850"
01500000,Lee,Municipal,K12,,Berkshire,703,33.9,12.1,4.4,-2.4,-18.6,8.6,20.6,51.0,50.0,57.4,50.9,10.0,"67,773",89.3,"18,749","3298",152.44,84,"3328"
01510000,Leicester,Municipal,K12,,Worcester,"1536",25.7,17.4,2.7,-5.5,-18.0,8.2,5.0,36.0,35.0,49.8,54.5,7.3,"72,002",95.7,"13,001","6176",110.22,47,"6175"
